division,isco_08_code,isco_08_title,occupation_code,occupation_name,occupation_description,qualification_pack_reference,nswf_level
1,1120,"Managing Directors and Chief
 Executives",c_1120.2400,"Director, Transport","Director, Transport plans organizes, co-
 ordinates and controls, within authority
 delegated, activities of private or public
 organizations or one or more of its
 departments, branches or sections,
 engaged in transporting passengers and
 freight by railways, tramways, buses,
 trucks, taxis, rickshaws, animal transport
 and other means of road transport; by
 boats, launches and ships plying on rivers,
 coastal waters, and high seas; by aircrafts;
 and operating services incidental to
 transport. Is designated according to work
 performed, powers exercised of service
 controlled, such as: MANAGING DIRECTOR
 (TRANSPORT).
 DIRECTOR, TRAFFIC GENERAL, MANAGER,
 RAILWAYS, DIRECTOR, ROADWAYS, CHIEF
 OPERATING SUPERINTENDENT(RAILWAYS). CHIEF
 COMMERCIAL
 SUPERINTENDENT(RAILWAYS).",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.2500,"Director, Communication","Director, Communication plans, organizes,
 co-ordinates and controls, within
 authority delegated, activities of public or
 private organization or one or more of its
 departments or branches, engaged in
 providing postal, telephone, telegraph,
 wireless and other communication
 services. Is designated according to
 powers exercised or type of
 communication service directed such as:
 DIRECTOR, POSTAL SERVICES, POST
 MASTER GENERAL. DIRECTOR, OVERSEAS
 COMMUNICATION SERVICES. DIRECTOR
 OF TELEPHONES, DIRECTOR OF RAILWAY
 MAIL SERVICE.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.2600,"Director, Airport","Director, Airport plans, directs, and co-
 ordinates, through subordinate personnel,
 activities concerned with construction and
 maintenance of airport facilities and
 operation of airport in accordance with
 governmental agencies or commission
 policies and regulations. Consults with
 commission members, governmental
 officials, or representatives of airlines to
 discuss and plan matters, such as design
 and development of airport facilities, formulation of operating rules,
 regulations, and procedures, and aircraft
 landing, taxiing, and take-off patterns for
 various types of aircrafts. Negotiates with
 representatives of airlines,
 utility companies, or individuals for
 acquisition of property for development
 of airports, lease of airport buildings and
 facilities, or use of rights-of-way over
 private property. Formulates procedures
 for use in event of aircraft accidents, fires,
 or other emergencies. Inspects airport
 facilities, such as runways, buildings,
 beacons and lighting, and automotive or
 construction equipment, or reviews
 inspection reports, to determine repairs,
 replacement, or improvements required.
 Co-ordinates activities of personnel
 involved in repair and maintenance of
 airport facilities, buildings, and equipment
 to minimize interruption of airport
 operations and improve efficiency. Directs
 personnel in investigating violations of
 aerial or ground traffic regulations,
 reviews investigation reports, and initiates
 actions to be taken against violators.
 Directs studies on noise abatement
 resulting from complaints of excessive
 noise from low flying aircraft or other
 operations. Reviews reports of
 expenditures for previous fiscal year,
 proposes improvements to facilitate,
 estimated increase in volume of traffic, in
 order to prepare budget estimates for
 upcoming fiscal year. Represents airport
 before civic or other organizational
 groups, courts, boards, and commissions.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.2700,"Working Proprietor, Storage and
 Warehousing","Working Proprietor, Storage and
 Warehousing plans and organizes storage
 warehousing and freight handling services
 to public and private organizations by
 land, sea or air and arranges allied
 transport and communication facilities to
 parties concerned. Obtains license from
 Government where necessary, and lays
 down business policies. Appoints
 Directors, Agents and Managers and
 delegates required financial and other
 powers to them to ensure smooth running
 of business, desired margin of profit and
 compliance with business terms and
 Government rules and regulations.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.2800,"Director, Storage and Warehousing","Director, Storage and Warehousing plans,
 organizes, co-ordinates and controls,
 within authority delegated, activities of
 public or private organizations, or one or
 more of its branches, engaged in
 providing storage and warehouse facilities
 on prescribed terms and conditions to
 Government and private parties. May
 arrange facilities of transport and
 communication as required.
 May specialize in any particular type of
 item or commodity such as
 machinery and engineering items,
 explosives, perishable goods, etc. and be
 designated accordingly.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.2900,"Working Proprietor, Lodging and
 Catering Services","Working Proprietor, Lodging and Catering
 Services plans, organizes, co-ordinates
 and controls operations of the
 organization or establishment wholly or
 partly owned by him and is engaged in
 serving food, drinks and beverages and
 providing lodging and camping facilities to
 public. Included are: WORKING
 PROPRIETOR, HOTEL. WORKING
 PROPRIETOR, RESTAURANT. WORKING
 PROPRIETOR, CAFE WORKING
 PROPRIETOR, COFFEE HOUSE.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3000,"Director, Lodging and Catering
 Services/Director Food and
 Beverage Service","Director, Lodging and Catering Services
 plans, organizes and controls, within
 authority delegated, activities of public or
 private organizations or establishments or
 one or more of its branches, engaged in
 preparing and serving food, drinks and
 beverages and providing lodging, and
 camping facilities to public. Included are:
 DIRECTOR, HOTEL.
 DIRECTOR, RESTAURANT.
 DIRECTOR, COFFEE HOUSE",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3100,Executive Chef,"Executive Chef co-ordinates activities and
 directs indoctrination and training of
 CHEFS, COOKS; and other kitchen workers
 engaged in preparing and cooking food in
 hotels or restaurants to ensure an
 efficient and profitable food service. Plans
 or participates in planning menus and
 utilisation of food surpluses and leftovers,
 taking into account probable number of
 guests, marketing conditions, popularity
 of various dishes, and decency of menu.
 Estimates food consumption and purchase
 or requisition of foodstuff and kitchen
 supplies. Reviews menus, analyses
 recipes, determines food, labour, and
 overhead costs, and assigns price to menu
 items. Directs food apportionment policy
 to control costs. Supervises cooking and
 other kitchen personnel and co-ordinates
 their assignments to ensure economical
 and timely food production. Observes
 methods of food preparation and cooking,
 size of portions, and garnishing of food to
 ensure food is prepared in prescribed
 manner. Tests cooked food by tasting and
 smelling them. Devises special dishes and
 develops recipes. Hires and discharges
 employees. Familiarizes newly hired
 CHEFS and COOKS with practices of the
 restaurant kitchen and oversees training
 of COOK APPRENTICES. Maintains time
 and payroll records. Establishes and
 enforces nutrition and sanitation
 standards for the restaurant. May
 supervise or co-operate with
 STEWARD/STEWARDESS in matters
 pertaining to kitchen, pantry, and
 storeroom.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3200,"Working Proprietor, Recreation and
 Entertainment","Working Proprietor, Recreation and
 Entertainment plans, organizes, co-
 ordinates and controls operations of the
 organization or establishment wholly or
 partly owned by him and is engaged in
 producing, distributing and exhibiting
 motion pictures; producing and
 presenting stage and circus shows;
 operating carnivals and amusement parks;
 organizing games, sports, hunting, fishing,
 excursion, competitions, etc., and
 providing other entertainment and
 recreation services. Included are:
 WORKING PROPRIETOR, FILM STUDIO.
 PRODUCER, MOTION PICTURES, FILM
 DISTRIBUTOR, WORKING PROPRIETOR,
 THEATRE, WORKING PROPRIETOR,
 CARNIVAL, WORKING PROPRIETOR,
 AMUSEMENT PARK. WORKING
 PROPRIETOR, GYMNASIUM, WORKING
 PROPRIETOR, SWIMMING POOL,
 WORKING PROPRIETOR, DANCE HALL,
 WORKING PROPRIETOR, CINEMA,
 WORKING PROPRIETOR, CIRCUS.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3300,"Director, Recreation and
 Entertainment","Director, Recreation and Entertainment
 plans, organizes and controls, within
 authority delegated, activities of public or
 private organizations or establishments or
 one or more of its branches or
 departments, engaged in producing,
 distributing and exhibiting motion
 pictures; producing and presenting stage and circus shows; organizing and
 presenting radio and television
 programmes; operating carnivals and
 amusement parks; organizing games,
 sports, hunting, fishing, excursion,
 competitions, etc., and providing other
 entertainment and recreation services.
 Included are;
 DIRECTOR, MOTION PICTURE. DIRECTOR,
 STAGE. DIRECTOR, STUDIO. DIRECTOR,
 STADIUM. DIRECTOR, RADIO STATION.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3400,"Station Director, Radio/TV","Station Director, Radio/TV directs and co-
 ordinates activities of radio or television
 station, or of cable television franchise.
 Supervises directly, or through
 subordinates, personnel engaged in
 departments, such as sales, programme or
 engineering.
 Observes activities to ensure compliance
 with government regulations. Discusses
 plans with the marketing personnel to
 promote sales of programmes and time
 periods to advertisers and their agencies.
 Confers with owners or company senior
 management to discuss station policies
 and administrative procedures. May
 prepare operational budget and monitor
 expenses for station or franchise. May
 negotiate with motion picture companies
 for purchase of independent film
 programmes.
 May negotiate cable franchise contract
 with local issuing authority. May develop
 strategies to promote sales of new cable
 television service or upgraded service to
 customers within the franchise area. May
 contact prospective buyers of station time to promote sale of station services. May
 manage stations engaged in transmitting
 broadcasts to foreign countries and be
 known as Director, International
 Broadcasting (radio-television broadcast).
 May perform different duties and
 responsibilities, according to station size
 and network affiliation.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3401,"Account Director (Advertising
 Agency)","Account Director (Advertising Agency) is
 responsible for managing the clients’
 advertisement portfolio.",MES/Q0207,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3402,Sales Director (Media Org),"Sales Director (Media Org) is responsible
 for leading the sales efforts of a media
 and entertainment company.",MES/Q0201,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3500,"Working Proprietor, Other Services","Working Proprietor, Other Services plans,
 organizes, co-ordinates and controls
 activities of the organization, wholly or
 partly owned by him, and is engaged in
 running and managing educational
 institutions; rendering medical and other
 health services, sanitation, washing and
 cleaning households, garments, etc. and
 providing other services.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3600,"Director, Other Services","Director, Other Services plans, organizes
 and controls, within authority delegated,
 activities of public or private organizations
 or establishments, or one or more of its
 departments or branches, engaged in
 running educational institutions;
 rendering medical sanitation and other
 health services. Organizing and providing
 religious services, promoting welfare of
 workers or community, giving charity
 assistance or aid to infirm or orphans.
 Organizing and managing trade and labour
 organizations and other civic and social
 associations, washing and cleaning
 garments etc., undertaking and cremating;
 and performing other services. Included
 are: DIRECTOR OF EDUCATIONAL
 INSTITUTIONS. DIRECTOR OF CHARITABLE INSTITUTIONS, DIRECTOR, ORPHANAGE
 DIRECTOR, Y.M.C.A, DIRECTOR, Y.W.C.A.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3700,"Director, Museum/Zoo","Director, Museum/Zoo administers affairs
 of museum, zoo, or similar
 establishments. Confers with the
 institution's board of Directors to
 formulate policies and plan overall
 operations. Directs acquisition, education,
 research, public service, and
 developmental activities of the institution,
 consulting with curatorial, administrative,
 and maintenance staff members to
 implement policies and initiate
 programmes. Works with members of
 curatorial and administrative staffs to
 acquire additions to collections. Confers
 with administrative staff members to
 determine budget requirements, plans
 fund raising drives, prepares applications
 for grants from government agencies or
 private foundations, and solicits financial
 support for institutions. Establishes and
 maintains contact with administrators of
 other institutions to exchange information
 concerning operations and plan, co-
 ordinate, or consolidate community
 service and education programmes.
 Represents the institution at professional
 and civic social events, conventions, and
 other gatherings to strengthen
 relationships with cultural and civic
 leaders, present lectures or participate in
 seminars, or explain institution's functions
 and seek financial support for projects.
 Reviews materials prepared by staff
 members, such as articles for journals,
 requests for grants and reports on
 institutional programmes, and approves
 materials or suggests changes. Instructs
 classes in institution's education
 programme or as guest lecturer at the
 university. Writes articles for technical
 journals or other publications.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3800,Chief Librarian,"Chief Librarian plans and administers
 programme of library services: Submits
 recommendations on library policies and
 services to the governing body, such as
 board of Directors or board of Trustees,
 and implements policy decisions.
 Analyses, selects, and executes
 recommendations of personnel, such as
 department chiefs or branch supervisors.
 Co-ordinates activities of the branch or
 departmental libraries. Analyses and co-
 ordinates departmental budget estimates
 and controls expenditures to administer
 approved budget. Reviews and evaluates
 orders for books and audio-visual
 materials. Examines trade publications
 and materials, interviews publishers'
 representatives, and consults with others
 to select materials. Administers personnel
 regulations, interviews and appoints job
 applicants and promotes and discharges
 employees. Plans and conducts staff
 meetings and participates in community
 and professional meetings to discuss and
 act on library problems. Delivers book
 reviews and lectures to publicise library
 activities and services. Provides library
 public relation services. May examine and
 select materials to be discarded, repaired,
 or replaced.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.3900,"Principal, College","Principal College directs and co-ordinates
 educational, administrative, and
 counselling activities of college. Develops
 and evaluates educational programmes to
 ensure conformance to state and
 university standards. Develops and co-
 ordinates educational programmes
 through meetings with staff, review of
 teachers' activities, and issuance of
 directives.
 Confers with teachers, students, and
 parents concerning educational and
 behavioural problems in the college.
 Establishes and maintains relationships
 with colleges, community organizations,
 and other colleges to co-ordinate
 educational, sports and cultural services.
 Forwards requisitions and allocates
 supplies, equipment, and instructional
 material as needed. Directs preparation of
 class schedules, cumulative records, and
 attendance reports. Observes and
 evaluates teacher’s performance.
 Interviews and hires teachers. Walks
 around the college building and property
 to monitor safety and security. Plans and
 monitors college budget and financial
 matters. May plan and direct building
 maintenance. May develop and
 administer educational programmes for
 students with mental or physical
 handicaps.",NA,NA
1,1120,"Managing Directors and Chief
 Executives",c_1120.9900,"Managing Directors and Chief
 Executives, Others","Working Proprietors and Directors, Other
 Workers plan, organize, control, co-
 ordinate and supervise activities of public
 or private organizations, wholly or
 partially owned by them or on behalf of
 others, engaged in generating,
 transmitting and distributing electricity;
 producing and supplying gas, purifying
 and supplying water and providing related
 services not elsewhere classified.",NA,NA
1,1211,Finance Managers,c_1211.0100,"General Manager, Bank","General Manager, Bank organizes,
 controls and supervises, within authority
 delegated, activities of a private or public
 bank or one or more of its departments or
 branches. Is designated according to
 authority delegated or work performed
 such as: AGENT (BANK) SUB-AGENT
 (BANK)",NA,NA
1,1211,Finance Managers,c_1211.0200,"General Manager, Insurance","General Manager, Insurance organizes,
 controls and supervises, within authority
 delegated, activities of a private or public
 organization or one or more of its
 departments or branches, engaged in life,
 fire, accident, marine and other general
 insurance business.",NA,NA
1,1211,Finance Managers,c_1211.0300,"Purser, Ship","Purser, Ship deals with correspondence
 and accounts relating to a ship. Keeps
 charge of all accounts and pay of the
 ship's personnel. Checks reports of Clerks
 and pays of crew and maintains their pay
 rolls. Prepares portage bills and ship's 30
 articles (contracts). Collects mail and
 distributes to passengers, officers and
 crew. May supervise stowing or removal
 of luggage from holds in conjunction with
 Chief Officer, Ship or Officer on Watch.
 May collect valuables of passengers for
 safe custody in passenger ships. May
 arrange parties and other entertainment
 for passengers and generally acts as a
 host.",NA,NA
